6.059,-2.101
6.156,-2.069
6.24,-2.042
6.291,-2.023
6.325,-2.042
6.314,-2.055
6.298,-2.073
6.299,-2.096
6.302,-2.06
6.335,-2.074
6.378,-2.072
6.422,-2.055
6.45,-2.071
6.475,-2.055
6.485,-2.06
6.498,-2.065
6.525,-2.054
6.552,-2.046
6.598,-2.02
6.653,-1.987
6.703,-1.954
6.748,-1.915
6.785,-1.874
6.818,-1.834
6.856,-1.793
6.887,-1.75
6.915,-1.7
6.936,-1.649
6.949,-1.605
6.959,-1.557
6.961,-1.51
6.964,-1.459
6.96,-1.398
6.964,-1.342
6.967,-1.28
6.966,-1.235
6.972,-1.208
6.971,-1.19
6.976,-1.193
6.982,-1.196
6.982,-1.193
6.984,-1.193
6.984,-1.192
6.984,-1.192
6.985,-1.196
6.985,-1.197
6.985,-1.197
6.985,-1.196
6.982,-1.18
6.979,-1.149
6.974,-1.097
6.972,-1.026
6.973,-0.944
6.966,-0.856
6.963,-0.764
6.96,-0.66
6.956,-0.553
6.965,-0.453
6.969,-0.358
6.962,-0.28
6.952,-0.203
6.929,-0.127
6.898,-0.046
6.866,0.038
6.827,0.096
6.808,0.117
6.77,0.153
6.727,0.185
6.664,0.208
6.577,0.258
6.491,0.271
6.393,0.271
6.393,0.271
6.393,0.271
3.995,0.307
3.758,0.307
3.758,0.307
3.758,0.307
5.874,0.282
6.023,0.281
5.956,0.282
5.875,0.283
5.788,0.285
5.717,0.285
5.634,0.286
5.546,0.286
5.451,0.288
5.33,0.29
5.211,0.288
5.09,0.289
4.986,0.288
4.902,0.285
4.825,0.285
4.75,0.283
4.648,0.284
4.55,0.279
4.428,0.288
4.307,0.283
4.19,0.276
4.19,0.276
4.19,0.276
4.19,0.276
4.19,0.276
1.236,0.293
1.179,0.291
2.12,0.274
2.113,0.273
2.019,0.276
2.98,0.263
2.946,0.265
2.872,0.272
2.799,0.297
2.739,0.327
2.684,0.355
2.627,0.395
2.582,0.42
2.521,0.459
2.462,0.515
2.414,0.568
2.37,0.632
2.352,0.67
2.341,0.703
2.323,0.738
2.313,0.793
2.296,0.88
2.274,0.953
2.264,1.029
2.256,1.099
2.261,1.191
2.273,1.313
2.288,1.446
2.321,1.586
2.337,1.714
2.337,1.853
2.337,1.999
2.316,2.143
2.301,2.293
2.3,2.43
2.299,2.562
2.3,2.697
2.305,2.828
2.321,2.961
2.338,3.087
2.357,3.203
2.368,3.292
2.382,3.378
2.403,3.451
2.421,3.498
2.462,3.553
2.502,3.602
2.547,3.654
2.602,3.714
2.602,3.714
2.602,3.714
5.434,3.867
5.494,3.897
5.494,3.897
5.494,3.897
3.096,3.869
3.191,3.878
3.271,3.93
3.363,3.937
3.484,3.943
3.605,3.944
3.719,3.957
3.84,3.958
3.966,3.963
4.084,3.969
4.206,3.966
4.341,3.982
4.472,3.997
4.614,3.996
4.734,3.999
4.868,3.99
4.993,3.978
5.11,3.99
5.243,3.988
5.344,3.997
5.428,4.004
5.508,3.996
5.58,3.995
5.662,4.0
5.762,3.995
5.849,3.999
5.936,4.008
6.018,4.006
6.097,4.021
6.185,4.027
6.274,4.032
6.359,4.03
6.44,4.023
6.515,4.021
6.576,4.024
6.627,4.036
6.673,4.053
6.728,4.077
6.786,4.112
6.844,4.152
6.897,4.198
6.938,4.263
6.987,4.376
7.029,4.469
7.065,4.59
7.119,4.738
7.129,4.79
7.133,4.882
7.134,4.96
7.11,5.002
7.113,5.097
7.115,5.187
7.118,5.283
7.139,5.413
7.138,5.494
7.141,5.595
7.13,5.656
7.13,5.656
6.486,4.664
6.468,4.738
6.451,4.836
6.451,4.836
6.998,6.117
6.958,6.169
6.924,6.217
6.891,6.257
6.856,6.299
6.805,6.339
6.759,6.372
